Step,APP,Action,Reward
0,0,0
1,0,0
2,0,0
3,0,0
4,2,-1.0810810811
5,1,-76.79066666669999
6,0,0
7,0,0
8,0,0
9,0,0
10,1,-76.79066666669999
11,2,-14.1141141141
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,2,-1.0810810811
18,0,0
19,1,-76.79066666669999
20,2,-1.0810810811
21,0,0
22,0,0
23,0,0
24,1,-100
25,2,-14.1141141141
26,0,0
27,0,0
28,1,-76.79066666669999
29,1,-76.79066666669999
30,2,-1.0810810811
31,0,0
32,0,0
33,2,-6.8021374544999995
34,0,0
35,2,-1.0810810811
36,0,0
37,2,-1.0810810811
38,2,-1.0810810811
39,2,-1.0810810811
40,1,-76.79066666669999
41,1,-76.79066666669999
42,1,-20
43,0,0
44,2,-1.0810810811
45,1,-76.79066666669999
46,2,-2.6326419741999993
47,0,0
48,0,0
49,1,-120
50,0,0
51,1,-76.79066666669999
52,0,0
53,0,0
54,0,0
55,2,-1.0810810811
56,2,-1.0810810811
57,0,0
58,2,-1.0810810811
59,0,0
60,1,-120
61,0,0
62,2,-1.0810810811
63,0,0
64,1,-76.79066666669999
65,0,0
66,0,0
67,0,0
68,1,-76.79066666669999
69,0,0
70,1,-76.79066666669999
71,0,0
72,0,0
73,1,-76.79066666669999
74,1,-76.79066666669999
75,1,-76.79066666669999
76,0,0
77,1,-76.79066666669999
78,0,0
79,0,0
80,1,-76.79066666669999
81,0,0
82,2,-14.1141141141
83,0,0
84,2,-2.7027027027
85,1,-120
86,2,-1.0810810811
87,0,0
88,0,0
89,2,-1.0810810811
90,2,-1.0810810811
91,0,0
92,2,-14.1141141141
93,0,0
94,0,0
95,2,-1.0810810811
96,0,0
97,0,0
98,1,-76.79066666669999
99,0,0
100,2,-1.0810810811
101,0,0
102,0,0
103,1,-120
104,1,-76.79066666669999
105,0,0
106,0,0
107,0,0
108,2,-1.0810810811
109,0,0
110,1,-76.79066666669999
111,1,-76.79066666669999
112,0,0
113,2,-1.0810810811
114,0,0
115,0,0
116,0,0
117,0,0
118,1,-76.79066666669999
119,0,0
120,0,0
121,0,0
122,2,-1.0810810811
123,0,0
124,2,-1.0810810811
125,0,0
126,2,-1.0810810811
127,0,0
128,2,-2.7027027027
129,0,0
130,0,0
131,1,-76.79066666669999
132,2,-1.0810810811
133,0,0
134,1,-100
135,2,-1.0810810811
136,1,-120
137,0,0
138,1,-76.79066666669999
139,0,0
140,0,0
141,0,0
142,1,-10
143,1,-10
144,0,0
145,0,0
146,2,-1.0810810811
147,2,-1.0810810811
148,0,0
149,0,0
150,0,0
151,1,-76.79066666669999
152,0,0
153,2,-1.0810810811
154,0,0
155,0,0
156,0,0
157,2,-1.0810810811
158,0,0
159,0,0
160,0,0
161,2,-1.0810810811
162,2,-1.0810810811
163,0,0
164,1,-76.79066666669999
165,1,-20
166,0,0
167,1,-76.79066666669999
168,0,0
169,1,-76.79066666669999
170,0,0
171,0,0
172,2,-10.8108108108
173,2,-2.7027027027
174,0,0
175,0,0
176,2,-1.0810810811
177,1,-76.79066666669999
178,0,0
179,0,0
180,0,0
181,2,-1.0810810811
182,0,0
183,2,-1.5015015015
184,1,-76.79066666669999
185,2,-1.0810810811
186,0,0
187,0,0
188,1,-69.26854842930001
189,0,0
190,0,0
191,2,-1.0810810811
192,0,0
193,0,0
194,1,-76.79066666669999
195,0,0
196,0,0
197,2,-2.613785308799999
198,2,-1.0810810811
199,0,0
200,2,-1.0810810811
201,1,-76.79066666669999
202,2,-1.0810810811
203,2,-1.0810810811
204,0,0
205,0,0
206,0,0
207,0,0
208,0,0
209,0,0
210,2,-1.0810810811
211,0,0
212,1,-76.79066666669999
213,0,0
214,1,-76.79066666669999
215,0,0
216,2,-1.0810810811
217,0,0
218,2,-1.0810810811
219,2,-1.0810810811
220,2,-1.0810810811
221,0,0
222,2,-1.0810810811
223,1,-76.79066666669999
224,0,0
225,2,-1.4920354929
226,0,0
227,1,-76.79066666669999
228,0,0
229,0,0
230,0,0
231,0,0
232,0,0
233,1,-76.79066666669999
234,1,-76.79066666669999
235,2,-1.0810810811
236,0,0
237,2,-1.0810810811
238,0,0
239,2,-1.0810810811
240,0,0
241,2,-1.0810810811
242,0,0
243,0,0
244,1,-76.79066666669999
245,0,0
246,0,0
247,0,0
248,1,-76.79066666669999
249,2,-1.0810810811
250,2,-1.0810810811
251,1,-76.79066666669999
252,1,-76.79066666669999
253,0,0
254,1,-10
255,0,0
256,0,0
257,1,-76.79066666669999
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,2,-1.5015015015
265,2,-1.0810810811
266,0,0
267,0,0
268,0,0
269,0,0
270,0,0
271,1,-76.79066666669999
272,1,-76.79066666669999
273,0,0
274,2,-14.1141141141
275,1,-120
276,0,0
277,0,0
278,2,-1.0810810811
279,0,0
280,0,0
281,0,0
282,0,0
283,2,-1.0810810811
284,2,-1.0810810811
285,1,-76.79066666669999
286,0,0
287,0,0
288,0,0
289,2,-1.0810810811
290,1,-100
291,0,0
292,0,0
293,2,-1.0810810811
294,0,0
295,1,-76.79066666669999
296,0,0
297,0,0
298,1,-76.79066666669999
299,0,0
300,1,-76.79066666669999
301,1,-76.79066666669999
302,2,-1.0810810811
303,2,-1.5015015015
304,0,0
305,2,-1.0810810811
306,2,-1.0810810811
307,0,0
308,0,0
309,0,0
310,1,-76.79066666669999
311,1,-76.79066666669999
312,2,-1.0810810811
313,0,0
314,0,0
315,1,-100
316,0,0
317,0,0
318,1,-100
319,2,-1.0810810811
320,2,-1.0810810811
321,0,0
322,2,-10.8108108108
323,1,-76.79066666669999
324,0,0
325,2,-1.3617994481
326,2,-1.0810810811
327,2,-1.0810810811
328,2,-1.0810810811
329,1,-120
330,0,0
331,0,0
332,1,-76.79066666669999
333,1,-76.79066666669999
334,0,0
335,1,-120
336,0,0
337,2,-1.0810810811
338,1,-76.79066666669999
339,2,-1.0810810811
340,0,0
341,2,-1.0810810811
342,1,-76.79066666669999
343,1,-120
344,1,-76.79066666669999
345,2,-1.0810810811
346,0,0
347,1,-76.79066666669999
348,0,0
349,0,0
350,2,-1.0810810811
351,0,0
352,2,-0.3003003003
353,0,0
354,0,0
355,0,0
356,2,-1.0810810811
357,2,-14.1141141141
358,2,-14.1141141141
359,2,-14.8953230862
360,0,0
361,1,-120
362,0,0
363,0,0
364,2,-1.0810810811
365,0,0
366,0,0
367,0,0
368,0,0
369,1,-76.79066666669999
370,2,-1.0810810811
371,2,-1.0810810811
372,1,-76.79066666669999
373,1,-76.79066666669999
374,0,0
375,0,0
376,2,-1.0810810811
377,2,-1.0810810811
378,0,0
379,2,-1.0810810811
380,2,-1.0810810811
381,2,-1.0810810811
382,2,-1.0810810811
383,1,-76.79066666669999
384,0,0
385,0,0
386,2,-1.0810810811
