Step,APP,Action,Reward
0,0,2,-2.7067669173
1,0,1,-20
2,5,0,-200
3,3,0,-93.3643333334
4,0,1,-76.79066666669999
5,3,0,-93.3643333334
6,4,0,-150
7,4,2,-150
8,0,1,-76.79066666669999
9,0,1,-76.79066666669999
10,0,1,-76.79066666669999
11,0,0,-120
12,0,1,-76.79066666669999
13,0,1,-76.79066666669999
14,0,2,-2.7067669173
15,5,1,-120
16,0,0,-100
17,2,2,-100
18,0,0,-120
19,0,1,-76.79066666669999
20,0,1,-76.79066666669999
21,4,0,-200
22,3,1,-73.4367462324
23,0,1,-20
24,5,0,-120
25,0,0,-20
26,5,1,-120
27,0,2,-2.7067669173
28,4,0,-120
29,0,0,-120
30,0,1,-76.79066666669999
31,0,1,-76.79066666669999
32,0,1,-10
33,1,1,-10
34,4,1,-150
35,4,1,-10
36,1,2,-10
37,4,2,-150
38,4,1,-120
39,0,2,-2.7067669173
40,1,1,-10
41,0,0,-120
42,0,2,-2.7067669173
43,0,1,-76.79066666669999
44,4,1,-120
45,0,0,-120
46,0,1,-76.79066666669999
47,0,1,-76.79066666669999
48,0,2,-2.7067669173
49,0,1,-76.79066666669999
50,0,0,-20
51,5,2,-3.7593984962
52,1,0,-10
53,1,2,-10
54,1,1,-10
55,5,0,-120
56,0,0,-120
57,0,2,-2.7067669173
58,1,1,-10
59,0,1,-76.79066666669999
60,0,1,-76.79066666669999
61,0,1,-76.79066666669999
62,0,0,-136.7652666667
63,4,2,-150
64,0,0,-20
65,5,0,-20
66,5,1,-120
67,0,1,-76.79066666669999
68,0,0,-120
69,0,2,-2.7067669173
70,5,2,-3.7593984962
71,5,1,-120
72,0,1,-87.70152889370002
73,4,2,-150
74,1,1,-10
75,0,2,-2.7067669173
76,3,2,-0.7518796992
77,2,0,-120
78,0,1,-85.19373883570003
79,0,2,-2.7067669173
80,5,0,-120
81,0,1,-84.81254163520003
82,0,2,-2.7067669173
83,3,0,-20
84,5,1,-10
85,1,1,-10
86,0,1,-86.42617184790004
87,2,2,-100
88,0,2,-2.7067669173
89,0,0,-120
90,0,1,-85.86498804730005
91,0,1,-20
92,5,1,-120
93,0,0,-136.7652666667
94,4,1,-150
95,4,1,-120
96,0,1,-10
97,1,2,-10
98,2,1,-100
99,0,1,-97.15369026349998
100,2,2,-100
101,0,0,-120
102,0,1,-95.5637177539
103,0,0,-120
104,0,0,-136.7652666667
105,4,0,-120
106,0,1,-94.86068633509998
107,0,0,-120
108,0,0,-120
109,0,1,-20
110,5,2,-3.7593984962
111,0,2,-2.7067669173
112,4,1,-120
113,0,0,-120
114,0,0,-120
115,0,1,-93.87051894419994
116,0,0,-10
117,1,0,-120
118,0,0,-120
119,0,0,-20
120,5,2,-3.7593984962
121,0,2,-2.7067669173
122,5,1,-120
123,0,2,-2.7067669173
124,0,0,-120
125,0,0,-136.7652666667
126,4,0,-120
127,0,0,-120
128,0,1,-99.34056578159999
129,0,0,-136.7652666667
130,3,0,-93.3643333334
131,3,1,-98.22930947270001
132,0,0,-120
133,0,2,-2.7067669173
134,4,1,-120
135,0,2,-4.9431161334
136,0,2,-2.7067669173
137,5,2,-3.7593984962
138,4,0,-120
139,0,1,-120
140,0,2,-2.7067669173
141,0,1,-139.94709404880015
142,4,0,-10
143,1,2,-10
144,0,1,-100
145,2,0,-120
146,0,1,-20
147,5,2,-3.7593984962
148,0,1,-120
149,0,0,-100
150,2,2,-100
151,0,2,-2.7067669173
152,2,1,-100
153,0,0,-120
154,0,0,-10
155,1,0,-120
156,0,1,-137.05653752500018
157,4,2,-150
158,0,0,-120
159,0,1,-20
160,5,2,-3.7593984962
161,5,0,-10
162,1,0,-20
163,5,1,-150
164,4,2,-150
165,5,1,-10
166,1,2,-10
167,0,1,-134.70524551750017
168,4,2,-150
169,0,0,-120
170,0,1,-120
171,0,0,-100
172,2,2,-100
173,0,1,-120
174,0,2,-2.7067669173
175,0,1,-120
176,0,1,-100
177,2,0,-10
178,1,0,-120
179,0,0,-120
180,0,1,-120
181,0,2,-2.7067669173
182,0,0,-136.7652666667
183,4,2,-150
184,2,1,-100
185,0,1,-120
186,0,1,-20
187,5,1,-120
188,0,1,-120
189,0,0,-10
190,1,1,-10
191,0,1,-128.96305849830017
192,4,0,-120
193,0,2,-3.8346150531000003
194,0,0,-120
195,0,1,-127.85563983860015
196,4,2,-150
197,0,1,-20
198,5,1,-120
199,0,0,-120
200,0,0,-120
201,0,2,-2.7067669173
202,0,2,-2.7067669173
203,0,0,-20
204,5,1,-120
205,0,1,-125.27702149640015
206,4,1,-150
207,4,1,-100
208,2,1,-100
209,0,2,-2.7067669173
210,0,0,-100
211,2,1,-100
212,0,1,-120
213,0,0,-120
214,0,2,-2.7067669173
215,5,0,-20
216,5,1,-150
217,4,0,-10
218,1,2,-10
219,0,0,-136.7652666667
220,4,1,-120
221,0,0,-120
222,0,1,-120
223,0,0,-120
224,0,0,-120
225,0,1,-120
226,0,2,-2.7067669173
227,5,2,-3.7593984962
228,0,0,-136.7652666667
229,4,0,-10
230,1,1,-10
231,4,2,-150
232,0,1,-10
233,1,2,-10
234,2,1,-100
235,0,1,-117.94272056760022
236,0,2,-2.7067669173
237,0,2,-120
238,4,1,-120
239,0,2,-2.7067669173
240,0,0,-120
241,0,1,-120
242,0,0,-120
243,0,1,-120
244,0,0,-120
245,0,1,-126.66668082680013
246,4,1,-120
247,0,0,-120
248,0,1,-120
249,0,2,-2.7067669173
250,1,0,-150
251,4,0,-120
252,0,0,-10
253,1,2,-10
254,2,1,-100
255,3,0,-93.3643333334
256,0,2,-3.8740810662999996
257,0,1,-10
258,1,1,-10
259,0,0,-10
260,1,1,-10
261,0,2,-2.7067669173
262,0,0,-10
263,1,1,-10
264,0,1,-120
265,0,2,-2.7067669173
266,0,2,-4.6099751191
267,0,0,-120
268,0,2,-2.7067669173
269,4,0,-120
270,0,2,-2.7067669173
271,0,2,-2.7067669173
272,4,0,-150
273,4,0,-120
274,0,1,-119.09099650140016
275,0,0,-120
276,0,0,-120
277,0,1,-118.60735232520017
278,0,0,-120
279,0,2,-4.0130304448
280,4,0,-120
281,0,1,-118.15600999520015
282,3,1,-100
283,2,1,-100
284,0,1,-117.17452064570017
285,0,1,-100
286,2,0,-120
287,0,0,-120
288,0,2,-2.7067669173
289,5,1,-150
290,4,1,-120
291,0,0,-136.7652666667
292,4,0,-120
293,0,1,-117.30385875520011
294,0,0,-120
295,0,1,-117.23759264680012
296,4,1,-120
297,0,2,-2.7067669173
298,0,1,-120
299,0,0,-120
300,0,0,-120
301,0,2,-2.7067669173
302,0,2,-2.7067669173
303,0,2,-2.7067669173
304,0,2,-2.7067669173
305,0,2,-2.7067669173
306,0,2,-2.7067669173
307,0,1,-118.01622986230007
308,0,0,-136.7652666667
309,4,1,-20
310,5,1,-20
311,5,0,-150
312,4,1,-120
313,0,0,-136.7652666667
314,4,2,-150
315,2,2,-100
316,4,2,-150
317,5,0,-120
318,0,0,-120
319,0,0,-120
320,0,0,-20
321,5,0,-20
322,5,2,-3.7593984962
323,2,1,-100
324,1,2,-10
325,5,0,-120
326,0,1,-120
327,0,2,-2.7067669173
