Step,APP,Action,Reward
0,0,2,-1.0810810811
1,0,2,-1.2035312806
2,0,0,-136.7652666667
3,0,2,-1.0810810811
4,4,0,-220.9053066667
5,0,0,-136.7652666667
6,2,2,-14.1141141141
7,0,0,-136.7652666667
8,0,0,-136.7652666667
9,0,1,-76.79066666669999
10,0,2,-13.1088982129
11,0,1,-76.79066666669999
12,0,1,-76.79066666669999
13,0,0,-136.7652666667
14,0,2,-1.0810810811
15,0,0,-136.7652666667
16,0,1,-76.79066666669999
17,0,0,-136.7652666667
18,0,2,-1.4508513639
19,0,1,-76.79066666669999
20,0,2,-1.0810810811
21,0,1,-76.79066666669999
22,0,1,-76.79066666669999
23,0,1,-76.79066666669999
24,0,2,-1.0810810811
25,0,0,-136.7652666667
26,0,1,-76.79066666669999
27,4,2,-2.7027027027
28,0,0,-136.7652666667
29,0,0,-136.7652666667
30,0,2,-2.7005276753
31,0,0,-136.7652666667
32,4,1,-160.97066666670003
33,4,0,-220.9053066667
34,0,2,-1.0810810811
35,0,1,-76.79066666669999
36,0,0,-136.7652666667
37,0,0,-136.7652666667
38,0,2,-1.0810810811
39,2,2,-14.1141141141
40,5,1,-166.8373333333
41,4,0,-220.9053066667
42,4,1,-160.97066666670003
43,0,2,-1.0810810811
44,0,0,-136.7652666667
45,0,2,-1.0810810811
46,0,2,-12.8316015905
47,0,1,-76.79066666669999
48,2,2,-14.1141141141
49,4,0,-220.9053066667
50,0,2,-1.0810810811
51,5,1,-166.8373333333
52,0,0,-136.7652666667
53,2,2,-14.1141141141
54,2,2,-14.1141141141
55,0,1,-76.79066666669999
56,4,0,-200
57,5,2,-1.5015015015
58,0,1,-76.79066666669999
59,5,0,-226.8056666666
60,0,2,-1.0810810811
61,0,0,-136.7652666667
62,0,0,-136.7652666667
63,0,2,-1.0810810811
64,0,1,-76.79066666669999
65,4,1,-160.97066666670003
66,0,0,-136.7652666667
67,0,1,-76.79066666669999
68,0,2,-9.2340009611
69,0,0,-136.7652666667
70,0,0,-136.7652666667
71,0,0,-136.7652666667
72,5,2,-10.2749128066
73,0,2,-1.0810810811
74,0,0,-136.7652666667
75,0,0,-136.7652666667
76,0,0,-136.7652666667
77,2,0,-911.23
78,0,2,-1.0810810811
79,0,0,-136.7652666667
80,0,0,-136.7652666667
81,0,0,-136.7652666667
82,2,0,-911.23
83,0,0,-136.7652666667
84,0,0,-136.7652666667
85,0,1,-76.79066666669999
86,0,2,-1.0810810811
87,0,1,-76.79066666669999
88,0,2,-1.0810810811
89,0,0,-136.7652666667
90,0,0,-136.7652666667
91,0,1,-76.79066666669999
92,0,1,-76.79066666669999
93,3,1,-75.3815263962
94,0,0,-136.7652666667
95,0,2,-1.0810810811
96,0,0,-136.7652666667
97,0,2,-1.0810810811
98,0,1,-76.79066666669999
99,5,2,-1.5015015015
100,0,2,-1.0810810811
101,0,2,-1.0810810811
102,0,0,-136.7652666667
103,0,1,-76.79066666669999
104,0,2,-1.0810810811
105,0,2,-1.0810810811
106,0,0,-136.7652666667
107,0,2,-1.5453982364
108,0,0,-136.7652666667
109,0,2,-1.0810810811
110,0,1,-76.79066666669999
111,0,0,-136.7652666667
112,0,2,-1.0810810811
113,0,0,-136.7652666667
114,0,2,-1.0810810811
115,0,1,-76.79066666669999
116,5,1,-166.8373333333
117,0,0,-136.7652666667
118,0,1,-76.79066666669999
119,2,2,-14.1141141141
120,4,2,-2.7027027027
121,0,2,-1.0810810811
122,2,1,-1000
123,0,2,-1.0810810811
124,0,1,-76.79066666669999
125,0,0,-136.7652666667
126,4,2,-2.7027027027
127,0,0,-136.7652666667
128,4,2,-2.7027027027
129,0,0,-136.7652666667
130,0,1,-76.79066666669999
131,0,1,-76.79066666669999
132,4,2,-2.7027027027
133,4,2,-2.7027027027
134,0,2,-1.0810810811
135,5,0,-226.8056666666
136,0,2,-1.0810810811
137,0,0,-136.7652666667
138,0,0,-136.7652666667
139,0,2,-2.8642948637999988
140,0,1,-76.79066666669999
141,0,2,-1.0810810811
142,4,2,-2.7027027027
143,0,1,-76.79066666669999
144,0,1,-76.79066666669999
145,0,1,-76.79066666669999
146,0,0,-136.7652666667
147,5,0,-226.8056666666
148,0,2,-1.0810810811
149,0,0,-136.7652666667
150,0,0,-136.7652666667
151,2,1,-1000
152,0,0,-136.7652666667
153,0,0,-136.7652666667
154,0,0,-136.7652666667
155,0,1,-76.79066666669999
156,0,1,-76.79066666669999
157,0,2,-1.0810810811
158,0,1,-76.79066666669999
159,0,0,-136.7652666667
160,4,2,-2.7027027027
161,0,0,-136.7652666667
162,0,0,-136.7652666667
163,0,2,-1.0810810811
164,5,2,-1.5015015015
165,0,1,-76.79066666669999
166,4,1,-160.97066666670003
167,0,1,-76.79066666669999
168,0,1,-76.79066666669999
169,0,1,-76.79066666669999
170,0,2,-1.0810810811
171,0,2,-1.0810810811
172,0,1,-76.79066666669999
173,0,0,-136.7652666667
174,0,1,-76.79066666669999
175,0,0,-136.7652666667
176,0,1,-76.79066666669999
177,2,2,-14.1141141141
178,0,1,-76.79066666669999
179,0,0,-136.7652666667
180,0,1,-76.79066666669999
181,0,0,-136.7652666667
182,0,0,-136.7652666667
183,0,0,-136.7652666667
184,0,2,-1.0810810811
185,0,1,-76.79066666669999
186,0,0,-136.7652666667
187,0,0,-136.7652666667
188,0,0,-136.7652666667
189,0,0,-136.7652666667
190,2,2,-14.1141141141
191,4,1,-160.97066666670003
192,0,1,-76.79066666669999
193,4,0,-200
194,5,2,-1.5015015015
195,0,1,-76.79066666669999
196,0,0,-136.7652666667
197,0,2,-11.9327362715
198,0,2,-1.0810810811
199,0,0,-136.7652666667
200,4,0,-220.9053066667
201,0,0,-136.7652666667
202,0,0,-136.7652666667
203,0,0,-136.7652666667
204,0,2,-1.0810810811
205,0,1,-76.79066666669999
206,0,2,-1.0810810811
207,2,2,-14.1141141141
208,0,1,-76.79066666669999
209,0,2,-1.0810810811
210,0,2,-1.841418906
211,0,0,-136.7652666667
212,0,2,-7.031476713599999
213,0,1,-76.79066666669999
214,4,0,-220.9053066667
215,0,0,-136.7652666667
216,5,0,-226.8056666666
217,4,0,-220.9053066667
218,0,2,-1.0810810811
219,0,2,-1.0810810811
220,0,1,-76.79066666669999
221,0,2,-1.5073425482
222,0,2,-1.0810810811
223,0,2,-1.0810810811
224,4,2,-10.680137092399999
225,2,2,-14.1141141141
226,0,0,-136.7652666667
227,0,2,-3.1785913276999986
228,2,1,-1000
229,0,2,-10.9963730629
230,0,0,-136.7652666667
231,0,1,-76.79066666669999
232,0,2,-1.0810810811
233,5,2,-1.5015015015
234,0,2,-2.5308537788
235,0,2,-9.930689004500001
236,0,1,-76.79066666669999
237,0,1,-76.79066666669999
238,0,1,-76.79066666669999
