Step,Action,Reward
126,2,-1.5015015015
127,2,-14.1141141141
128,2,-14.1141141141
129,2,-1.0810810811
130,2,-13.7682071394
131,2,-1.0810810811
132,2,-1.0810810811
133,2,-1.0810810811
134,2,-1.0810810811
135,2,-1.0810810811
136,2,-1.0810810811
137,2,-1.5015015015
138,2,-1.598031406
139,2,-1.0810810811
140,2,-11.787578797099998
141,2,-2.1792189427000004
142,2,-1.0810810811
143,2,-1.0810810811
144,2,-1.0810810811
145,2,-1.0810810811
146,2,-1.8445760856
147,2,-1.0810810811
148,2,-2.7027027027
149,0,0
150,2,-1.0810810811
151,2,-1.5015015015
152,2,-1.0810810811
153,2,-6.097565648099999
154,2,-2.7027027027
155,2,-7.372654515199999
156,2,-1.0810810811
157,2,-2.7027027027
158,0,0
159,2,-3.6524833565000003
160,2,-5.2761627008000005
161,2,-6.188059399199999
162,2,-1.0810810811
163,2,-1.0810810811
164,2,-1.5015015015
165,2,-1.0810810811
166,1,-76.79066666669999
167,2,-1.1823899716000001
168,2,-2.7027027027
169,2,-5.0585535004
170,2,-5.480709933099999
171,2,-14.1141141141
172,2,-1.0810810811
173,2,-1.0810810811
174,2,-13.4540552357
175,2,-3.644920497899999
176,2,-14.1141141141
177,2,-1.0810810811
178,2,-1.5015015015
179,2,-1.0810810811
180,2,-2.7027027027
181,2,-1.7401839628
182,2,-1.0810810811
183,2,-1.0810810811
184,2,-1.5015015015
185,2,-1.0810810811
186,2,-1.2083274872
187,2,-1.4420606389
188,2,-2.5025460427999997
189,2,-2.7027027027
190,2,-1.5015015015
191,2,-1.0810810811
192,2,-1.0810810811
193,2,-1.0810810811
194,2,-1.0810810811
195,1,-100
196,2,-100
197,2,-1.5015015015
198,2,-1.0810810811
199,2,-1.0810810811
200,2,-2.5006977386
201,2,-1.5080130280000001
202,2,-1.0810810811
203,2,-1.0810810811
204,2,-1.0810810811
205,2,-1.0810810811
206,2,-5.1018188737
207,2,-3.4147041529999997
208,2,-1.5015015015
209,2,-1.0810810811
210,2,-1.5015015015
211,2,-1.0810810811
212,2,-14.1141141141
213,2,-1.0810810811
214,2,-14.4067199866
215,2,-1.0810810811
216,2,-1.0810810811
217,2,-2.7027027027
218,2,-5.343848254299999
219,2,-1.0810810811
220,2,-1.5015015015
221,2,-1.0810810811
222,2,-1.0810810811
223,2,-1.0810810811
224,2,-1.0810810811
225,2,-1.0810810811
226,2,-14.1141141141
227,2,-1.0810810811
228,2,-8.651756374200001
229,2,-1.0810810811
230,2,-1.0810810811
231,2,-1.0810810811
232,2,-1.0810810811
233,2,-1.0810810811
234,2,-1.0810810811
235,2,-1.0810810811
236,2,-1.0810810811
237,2,-1.0810810811
238,2,-9.524212161900001
239,2,-1.0810810811
240,2,-1.0810810811
241,2,-1.0810810811
242,2,-2.7027027027
243,2,-1.0810810811
244,2,-1.0810810811
245,2,-2.7027027027
246,2,-1.0810810811
247,2,-1.0810810811
248,2,-1.0810810811
249,2,-1.6380675991
250,2,-2.7027027027
251,2,-2.7027027027
252,2,-1.0810810811
253,2,-2.563109858
254,2,-1.0810810811
255,2,-3.8392472659
256,2,-2.7645948389
257,2,-1.0810810811
258,1,-76.79066666669999
259,2,-3.1587626261999997
260,2,-1.5015015015
261,2,-1.0810810811
262,2,-2.022298778
263,2,-1.5015015015
264,2,-1.0810810811
265,2,-1.0810810811
266,2,-1.0810810811
267,2,-1.0810810811
268,0,0
269,2,-1.0810810811
270,2,-1.0810810811
271,2,-1.0810810811
272,2,-1.0810810811
273,2,-1.0810810811
274,2,-1.0810810811
275,2,-1.0810810811
276,2,-1.0810810811
277,2,-1.0810810811
278,2,-1.8089907811
279,2,-1.9440604956999998
280,2,-1.0810810811
281,2,-1.0810810811
282,2,-1.5015015015
283,2,-1.0810810811
284,2,-1.0810810811
285,2,-1.5015015015
286,2,-14.1141141141
287,2,-0.3003003003
288,2,-2.7027027027
289,2,-1.5015015015
290,2,-1.0810810811
291,2,-14.1141141141
292,2,-2.7027027027
293,2,-1.0810810811
294,2,-1.0810810811
295,2,-1.5015015015
296,2,-1.0810810811
297,2,-1.0810810811
298,2,-1.0810810811
299,2,-13.5973282596
300,2,-1.0810810811
301,2,-1.0810810811
302,2,-1.0810810811
303,2,-1.0810810811
304,2,-14.1141141141
305,2,-15.112121089
306,2,-1.0810810811
307,2,-100
308,2,-1.0810810811
309,2,-14.775460384199999
310,2,-1.0810810811
311,2,-15.117233062600002
312,2,-1.0810810811
313,2,-1.0810810811
314,2,-100
315,2,-14.8294995815
316,2,-15.8118658534
317,2,-1.0810810811
318,2,-1.5015015015
319,2,-3.295696796799999
320,2,-1.0810810811
321,2,-1.0810810811
322,1,-76.79066666669999
323,2,-3.59019467
324,2,-4.2979071721999995
325,2,-2.7027027027
326,2,-1.0810810811
327,2,-1.0810810811
328,2,-3.5483919362
329,2,-1.0810810811
330,2,-14.1141141141
331,2,-2.7027027027
332,2,-1.0810810811
333,2,-1.0810810811
334,2,-1.5015015015
335,2,-1.0810810811
336,2,-1.0810810811
337,2,-1.0810810811
338,2,-1.0810810811
339,2,-1.0810810811
340,2,-1.5015015015
341,2,-1.0810810811
342,2,-2.0991949957
343,2,-1.0810810811
344,2,-1.0810810811
345,2,-1.0810810811
346,2,-5.8056735140999995
347,2,-1.0810810811
348,2,-1.0810810811
349,2,-1.0810810811
350,2,-19.0533646346
351,2,-1.0810810811
352,2,-1.0810810811
353,2,-4.0528384883
354,2,-19.3320405917
355,2,-1.8905879391
356,2,-1.0810810811
357,2,-1.0810810811
358,2,-1.0810810811
359,2,-100
360,2,-18.4677908766
361,2,-1.5015015015
362,2,-1.5015015015
363,2,-1.0810810811
364,2,-1.0810810811
365,0,0
366,1,-76.79066666669999
367,2,-1.0810810811
368,2,-1.0810810811
369,2,-1.0810810811
370,2,-1.0810810811
371,2,-1.0810810811
372,2,-1.5513735324
373,2,-1.0810810811
374,2,-1.0810810811
375,0,0
376,2,-1.2160129723000002
377,2,-1.0810810811
378,2,-3.7110074891
379,2,-4.6407009218
380,2,-1.0810810811
381,2,-2.3845849449
382,2,-1.0810810811
383,2,-3.6145674168
384,2,-1.0810810811
385,2,-4.4144060943
386,2,-1.0810810811
387,2,-3.2823999944999995
388,2,-2.9189069964
389,2,-1.0810810811
390,2,-1.0810810811
391,2,-9.306995073099998
392,2,-14.1141141141
393,2,-1.0810810811
394,0,0
395,2,-12.5687432371
396,2,-2.7027027027
397,0,0
398,2,-1.0810810811
399,2,-1.0810810811
400,2,-1.5015015015
401,2,-6.446344121799998
402,2,-1.5015015015
403,2,-12.205029337800001
404,2,-2.7027027027
405,2,-1.0810810811
406,2,-1.0810810811
407,2,-1.8521089148999998
408,2,-1.0810810811
409,2,-1.0810810811
410,2,-1.0810810811
411,2,-1.7888653917
412,2,-4.2123745226999985
413,2,-1.0810810811
414,2,-9.787091883200002
415,2,-1.5015015015
416,0,0
417,2,-1.0810810811
418,2,-1.0810810811
419,2,-1.9521586224999983
420,2,-1.0810810811
421,2,-1.0810810811
422,2,-2.7027027027
423,2,-1.5868311438
424,2,-1.0810810811
425,0,0
426,0,0
427,2,-1.0810810811
428,2,-1.0810810811
429,2,-1.0810810811
430,2,-1.0810810811
431,2,-1.0810810811
432,2,-1.5015015015
433,2,-1.0810810811
434,2,-1.0810810811
435,2,-1.0810810811
436,2,-14.1141141141
437,2,-2.7027027027
438,2,-3.3544724031000017
439,2,-1.0810810811
440,2,-1.0810810811
441,2,-1.0810810811
442,2,-1.0810810811
443,2,-1.7528770040000001
444,2,-1.0810810811
445,2,-12.3942639001
446,1,-76.79066666669999
447,2,-14.3826710987
448,2,-1.0810810811
449,2,-1.0810810811
450,2,-1.0810810811
451,2,-0.3003003003
452,2,-1.0810810811
453,1,-20
454,2,-1.5015015015
455,2,-1.0810810811
456,2,-14.1141141141
457,2,-1.0810810811
458,2,-1.0810810811
459,2,-1.0810810811
460,2,-1.0810810811
461,2,-1.0810810811
462,1,-76.79066666669999
463,2,-1.0810810811
464,2,-1.0810810811
465,2,-12.1488719103
466,2,-1.0810810811
467,2,-7.3987838751999995
468,2,-1.0810810811
469,2,-1.0810810811
470,2,-1.1606316127
471,2,-1.5015015015
472,2,-1.0810810811
473,2,-1.0810810811
474,2,-1.7599740671
475,2,-1.0810810811
476,2,-2.441570756
477,2,-1.0810810811
478,2,-1.0810810811
479,2,-1.0810810811
480,2,-1.0810810811
481,2,-14.1141141141
482,2,-1.0810810811
483,2,-1.5276384496
484,2,-1.0810810811
485,2,-14.1141141141
486,2,-1.0810810811
487,2,-1.5015015015
488,2,-1.0810810811
489,2,-1.0810810811
490,2,-1.0810810811
491,2,-1.0810810811
492,2,-1.0810810811
493,2,-1.0810810811
494,2,-14.7678332799
495,2,-1.0810810811
496,2,-2.0780367718
497,2,-1.5015015015
498,2,-1.0810810811
499,2,-1.0810810811
500,2,-1.0810810811
501,2,-1.0810810811
502,2,-14.1141141141
503,2,-1.0810810811
504,2,-14.1141141141
505,2,-1.5015015015
506,2,-1.0810810811
507,2,-2.7027027027
508,2,-1.0810810811
509,2,-1.0810810811
510,2,-1.0810810811
511,2,-10.605002200300001
512,1,-20
513,0,0
514,2,-1.0810810811
515,2,-1.0810810811
516,2,-1.0810810811
517,2,-1.0810810811
518,1,-76.79066666669999
519,2,-3.2517541005
520,2,-8.948095587900001
521,2,-1.5015015015
522,2,-1.0810810811
523,2,-1.5015015015
524,2,-9.468080125900002
525,2,-0.6060863779999999
526,2,-2.080050708
527,2,-1.0810810811
528,2,-1.1269529205
529,2,-1.6721091389
530,2,-1.0810810811
531,2,-1.5015015015
532,2,-1.0810810811
533,2,-1.0810810811
534,2,-10
535,2,-10
536,2,-1.0810810811
537,2,-14.1088514915
538,2,-2.7027027027
539,2,-1.0810810811
540,2,-1.0810810811
541,2,-14.1141141141
542,0,0
543,2,-14.972650349899999
544,2,-1.0810810811
545,2,-1.5015015015
546,2,-1.0810810811
547,2,-1.0810810811
548,2,-14.4782574357
549,2,-1.0810810811
550,2,-1.0810810811
551,2,-1.0810810811
552,2,-1.5015015015
553,2,-13.083801584000001
554,2,-1.5015015015
555,2,-13.571995089700001
556,2,-9.253685083399999
557,2,-1.6939072363999998
558,2,-1.0810810811
559,2,-1.0810810811
560,2,-1.0810810811
561,2,-1.0810810811
562,2,-1.0810810811
563,2,-1.0810810811
564,2,-1.0810810811
565,2,-1.0810810811
566,2,-1.0810810811
567,2,-12.1422947843
568,2,-2.7027027027
569,2,-1.1830565457
570,1,-100
571,2,-3.4478530554999995
572,2,-6.858135673299998
573,2,-7.832282072399997
574,2,-1.0810810811
575,2,-1.0810810811
576,2,-3.1468820834999995
577,2,-1.0810810811
578,2,-14.1141141141
579,2,-7.157956185899997
580,2,-1.0810810811
581,2,-1.0810810811
582,2,-3.3351217073
583,2,-1.6477266469
584,2,-1.0810810811
585,2,-1.8911859618000002
586,2,-1.0810810811
587,2,-12.6906856923
588,2,-2.0298839274000002
589,2,-1.0810810811
590,2,-5.279714635399997
591,2,-1.0810810811
592,2,-7.007331001300001
593,2,-1.0810810811
594,2,-2.7027027027
595,2,-5.9258808385
596,1,-76.79066666669999
597,2,-1.0810810811
598,2,-1.0810810811
599,2,-1.0810810811
600,2,-1.0810810811
601,2,-7.016358003000001
602,2,-1.0810810811
603,2,-1.5015015015
604,1,-76.79066666669999
605,2,-1.0810810811
606,2,-1.0810810811
607,2,-1.0810810811
608,2,-1.0810810811
609,2,-1.0810810811
610,2,-1.5015015015
611,2,-1.0810810811
612,2,-1.0810810811
613,2,-1.0810810811
614,2,-10.8108108108
615,2,-1.3739862178
616,2,-2.3653953268000008
617,2,-3.189405241100001
618,2,-1.0810810811
619,0,0
620,2,-1.0810810811
621,2,-1.0810810811
622,2,-2.8046657787000013
623,2,-1.0810810811
624,2,-1.3898387062
625,2,-1.0810810811
626,2,-2.7027027027
627,2,-1.1231094374
628,2,-2.4589728292
629,2,-1.0810810811
630,2,-1.0810810811
631,2,-1.0810810811
632,0,0
633,2,-14.1141141141
634,2,-1.5015015015
635,2,-1.5015015015
636,2,-1.0810810811
637,2,-13.5698925269
638,2,-1.0810810811
639,2,-2.7027027027
640,2,-1.0810810811
641,2,-2.6629619766
642,2,-1.0810810811
643,2,-1.0810810811
644,2,-1.0810810811
645,2,-1.7921752019000001
646,2,-1.0810810811
647,2,-1.5015015015
648,1,-76.79066666669999
649,2,-1.0810810811
650,2,-1.0810810811
651,2,-1.0810810811
652,2,-14.8009292147
653,2,-1.0810810811
654,2,-14.1141141141
655,0,0
656,2,-14.1141141141
657,2,-1.0810810811
658,2,-1.0810810811
659,0,0
660,2,-1.7914042742
661,2,-1.0810810811
662,1,-100
663,2,-1.0810810811
664,2,-1.0810810811
665,2,-3.7443590956
666,2,-1.0810810811
667,2,-1.0810810811
668,2,-2.7027027027
669,2,-1.0810810811
670,2,-2.7027027027
671,2,-1.0810810811
672,2,-1.0810810811
673,2,-1.0810810811
674,2,-1.0810810811
675,2,-1.0810810811
676,2,-2.7027027027
677,2,-1.0810810811
678,2,-1.0810810811
679,2,-2.0332814354
680,2,-1.7378679255999998
681,2,-1.0810810811
682,2,-2.2168369132
683,2,-15.043225824099999
684,2,-2.7181239825
685,2,-1.5015015015
686,2,-2.2775625642999993
687,2,-1.5015015015
688,2,-14.640290141
689,2,-14.1141141141
690,2,-2.7027027027
691,2,-3.5733345928
692,2,-13.559953655300001
693,2,-1.0810810811
694,2,-1.0810810811
695,2,-1.0810810811
696,2,-1.1872885628
697,2,-1.0810810811
698,2,-1.093838573
699,2,-1.3704889017
700,2,-15.384714252199998
701,2,-1.0810810811
702,2,-1.0810810811
703,2,-1.0810810811
704,0,0
705,2,-14.1141141141
706,2,-1.0810810811
707,2,-5.753209708999999
708,2,-1.0810810811
709,2,-13.3943813752
710,2,-14.1141141141
711,2,-1.0810810811
712,2,-12.653835044500001
713,2,-14.1141141141
714,2,-1.0810810811
715,1,-76.79066666669999
716,2,-2.7027027027
717,2,-1.0810810811
718,2,-14.009846684400001
719,2,-1.0810810811
720,2,-15.0820291773
721,2,-1.0810810811
722,2,-6.083648274599999
723,2,-1.0810810811
724,2,-14.1141141141
725,2,-1.5015015015
726,2,-9.409468820599999
727,2,-1.0810810811
728,1,-120
729,2,-1.0810810811
730,2,-14.1141141141
731,2,-6.710910494800001
732,2,-1.0810810811
733,2,-11.124036959600001
734,2,-1.0810810811
735,2,-1.0810810811
736,2,-1.0810810811
737,2,-9.587648035500003
738,2,-2.0356911515
739,2,-1.0810810811
740,2,-1.0810810811
741,2,-2.1692632534
742,2,-1.2482722282
743,2,-3.335577067599999
744,2,-1.0810810811
745,2,-1.8413452974000002
746,2,-1.0810810811
747,2,-1.0810810811
748,2,-3.3038707298
749,2,-7.786384012300002
750,2,-1.0810810811
751,2,-1.7198570361000007
752,2,-8.230097070800003
753,2,-1.0810810811
754,2,-2.7027027027
755,2,-2.0265900202999996
756,2,-1.7984889357000007
757,0,0
758,2,-1.0810810811
759,2,-1.0810810811
760,2,-1.0810810811
761,2,-14.1141141141
762,2,-1.0810810811
763,2,-1.5015015015
764,1,-76.79066666669999
765,2,-5.214194984700002
766,2,-6.000974213900002
767,2,-1.0810810811
768,2,-1.0810810811
769,2,-1.8422896164
770,2,-1.0810810811
771,2,-1.0810810811
772,2,-1.5015015015
773,2,-1.0810810811
774,2,-4.952054080200002
775,2,-10.6700149401
776,2,-1.0810810811
777,2,-1.0810810811
778,2,-1.0810810811
779,2,-14.1141141141
780,2,-1.0810810811
781,2,-1.0810810811
782,2,-1.0810810811
783,2,-1.0810810811
784,0,0
785,2,-1.1192180215
786,2,-12.571448312500001
787,2,-1.0810810811
788,2,-1.0810810811
789,2,-1.0810810811
790,2,-1.0810810811
791,2,-1.0810810811
792,2,-2.7027027027
793,2,-1.0810810811
794,2,-2.7027027027
795,2,-10.617882279200002
796,2,-2.7027027027
797,2,-1.0810810811
798,2,-1.0810810811
799,2,-1.5015015015
800,2,-1.5323922986
801,2,-14.1141141141
802,2,-2.4562231628999998
803,2,-1.6002771813
804,2,-1.0810810811
805,2,-1.0810810811
806,2,-1.0810810811
807,0,0
808,2,-1.0810810811
809,2,-1.0810810811
810,2,-2.7027027027
811,2,-1.0810810811
812,2,-1.0810810811
813,0,0
814,2,-1.0810810811
815,2,-1.0810810811
816,2,-2.7027027027
817,2,-1.0810810811
818,2,-1.0810810811
819,2,-1.0810810811
820,2,-1.0810810811
821,2,-2.8442192244000006
822,2,-1.0810810811
823,2,-14.566179991999999
824,2,-1.0810810811
825,2,-1.0810810811
826,2,-1.0810810811
827,2,-6.186201382399999
828,2,-1.0810810811
829,2,-1.0810810811
830,2,-1.0810810811
831,2,-1.0810810811
832,2,-2.7027027027
833,2,-1.0810810811
834,2,-2.5427715569
835,2,-1.0810810811
836,1,-76.79066666669999
837,2,-1.1486071936
838,2,-1.0810810811
839,2,-1.0810810811
840,2,-1.5015015015
841,2,-2.3846683547999987
842,2,-2.7027027027
843,2,-0.3003003003
844,2,-1.0810810811
845,2,-1.0810810811
846,1,-120
847,2,-1.0810810811
848,2,-1.2572263592999986
849,2,-1.0810810811
850,2,-3.3041421385999987
851,2,-1.0810810811
852,2,-1.0810810811
853,2,-1.0810810811
854,2,-1.0810810811
855,2,-1.8379897664
856,0,0
857,2,-2.5855565257
858,2,-1.0810810811
859,2,-1.0810810811
860,2,-1.0810810811
861,2,-1.0810810811
862,2,-2.7027027027
863,2,-1.0810810811
864,2,-1.4389734023
865,2,-1.5015015015
866,2,-1.3749503589
867,2,-2.0892794563
868,2,-14.1141141141
869,2,-3.9321687571999977
870,2,-1.0810810811
871,2,-1.0810810811
872,2,-1.0810810811
873,2,-12.6585103678
874,2,-1.0810810811
875,2,-1.0810810811
876,2,-1.0810810811
877,0,0
878,0,0
879,2,-1.5015015015
880,2,-1.0810810811
881,2,-1.0810810811
882,2,-1.0810810811
883,2,-1.0810810811
884,2,-1.3508336854
885,2,-1.0810810811
886,2,-1.2504526838999999
887,2,-1.0810810811
888,2,-1.0810810811
889,2,-1.0810810811
890,2,-1.0810810811
891,2,-4.7140551664000006
892,2,-1.0810810811
893,2,-1.0810810811
894,2,-1.0810810811
895,2,-1.0810810811
896,2,-1.8332720743
897,2,-1.0810810811
898,2,-4.378675671000001
899,2,-2.7027027027
900,1,-76.79066666669999
901,2,-1.0810810811
902,2,-3.1147835430999997
903,2,-1.0810810811
904,2,-1.0810810811
905,2,-1.0810810811
906,1,-76.79066666669999
907,1,-76.79066666669999
908,2,-1.0810810811
909,2,-1.0810810811
910,2,-1.0810810811
911,2,-3.3743565605
912,2,-1.0810810811
913,2,-1.0810810811
914,2,-1.0810810811
915,2,-14.1141141141
916,2,-14.9621197853
917,2,-1.0810810811
918,2,-14.1141141141
919,1,-76.79066666669999
920,2,-1.0810810811
921,2,-1.0810810811
922,2,-1.0810810811
923,2,-1.5077661066
924,2,-2.5504097914
925,2,-1.5015015015
926,2,-2.7027027027
927,2,-1.296557975
928,2,-1.0810810811
929,2,-1.0810810811
930,2,-1.0810810811
931,2,-2.7027027027
932,2,-16.3430659857
933,2,-1.5015015015
934,0,0
935,2,-6.930768009399999
936,2,-1.0810810811
937,2,-1.0810810811
938,0,0
939,2,-1.0810810811
940,2,-1.0810810811
941,2,-1.0810810811
942,2,-1.0810810811
943,2,-1.0810810811
944,1,-120
945,2,-1.0810810811
946,2,-1.0810810811
947,2,-2.083273823099998
948,2,-2.7027027027
949,2,-1.0810810811
950,2,-1.7299185525
951,2,-14.1141141141
952,2,-1.0810810811
953,2,-1.0810810811
954,2,-12.988887399000001
955,2,-1.0810810811
956,2,-13.863364915800002
957,2,-1.0810810811
958,2,-1.0810810811
959,2,-1.0810810811
960,2,-1.0810810811
961,2,-1.0810810811
962,2,-1.0810810811
963,2,-1.0810810811
964,2,-1.0810810811
965,2,-1.789100092
966,2,-1.0810810811
967,2,-1.0810810811
968,2,-11.774542162600003
969,2,-1.0810810811
970,2,-1.0810810811
971,2,-2.7027027027
972,2,-14.3037209762
973,2,-1.0810810811
974,2,-1.0810810811
975,2,-1.0810810811
976,1,-76.79066666669999
977,2,-1.7499564648
978,2,-1.0810810811
979,2,-1.0810810811
980,2,-9.382765819200003
981,2,-1.0810810811
982,2,-1.0810810811
983,2,-11.8614739679
984,2,-1.0810810811
985,2,-1.0810810811
986,2,-2.5058509602
987,2,-1.0810810811
988,2,-1.0810810811
989,2,-1.0810810811
990,2,-2.7027027027
991,0,0
992,2,-1.0810810811
993,2,-1.5015015015
994,2,-1.0810810811
995,2,-1.9767511765999999
996,2,-1.0810810811
997,2,-1.0810810811
998,2,-1.0810810811
999,0,0
1000,2,-1.0810810811
1001,2,-1.0810810811
1002,2,-2.7027027027
1003,2,-2.7027027027
1004,2,-1.5015015015
1005,2,-1.0810810811
1006,2,-2.1527994069
1007,2,-16.7140012112
1008,2,-1.0810810811
1009,2,-2.7793107686
1010,2,-1.0810810811
1011,2,-1.0810810811
1012,2,-1.0810810811
1013,2,-1.0810810811
1014,2,-1.0810810811
1015,2,-1.0810810811
1016,2,-2.7027027027
1017,2,-1.0810810811
1018,2,-1.0810810811
1019,2,-2.6604652342
1020,2,-1.0810810811
1021,2,-1.0810810811
1022,2,-1.5015015015
1023,2,-1.0810810811
1024,2,-1.0810810811
1025,2,-1.0810810811
1026,2,-1.0810810811
1027,1,-100
1028,0,0
1029,1,-76.79066666669999
1030,2,-1.0810810811
1031,2,-1.0810810811
1032,2,-1.0810810811
1033,2,-1.0810810811
1034,2,-1.5015015015
1035,2,-1.0810810811
1036,2,-1.0810810811
1037,2,-1.0810810811
1038,2,-1.5015015015
1039,2,-1.0810810811
1040,2,-1.0810810811
1041,2,-1.9331983911
1042,2,-1.0810810811
1043,1,-76.79066666669999
1044,2,-1.0810810811
1045,2,-1.0810810811
1046,2,-1.0810810811
1047,2,-1.5015015015
1048,2,-1.0810810811
1049,2,-1.0810810811
1050,2,-1.0810810811
1051,2,-1.0810810811
1052,2,-2.7027027027
1053,2,-1.0810810811
1054,2,-1.7101366298
1055,0,0
1056,2,-1.0810810811
1057,2,-2.1201998703
1058,2,-1.0810810811
1059,2,-1.0810810811
1060,2,-1.3307785313
1061,2,-0.3003003003
1062,2,-1.0810810811
1063,2,-1.5015015015
1064,2,-1.0810810811
1065,2,-1.0810810811
1066,2,-1.5015015015
1067,2,-2.5667053804
1068,2,-1.6887893695
1069,2,-1.0810810811
1070,2,-1.0810810811
1071,2,-1.0810810811
1072,2,-10.8108108108
1073,2,-14.1141141141
1074,2,-1.0810810811
1075,2,-10.172949404
1076,2,-10.318217978900002
1077,2,-1.0810810811
1078,2,-1.0810810811
1079,2,-14.1141141141
1080,2,-13.8537190102
1081,2,-1.0810810811
1082,2,-1.0810810811
1083,2,-1.0810810811
1084,2,-1.8887375826000001
1085,2,-1.0810810811
1086,2,-1.5015015015
1087,2,-1.0810810811
1088,1,-120
1089,2,-1.0810810811
1090,2,-1.0810810811
1091,2,-1.0810810811
1092,2,-3.1020388178
1093,2,-1.0810810811
1094,0,0
1095,2,-1.5015015015
1096,2,-1.3119806782999999
1097,0,0
1098,2,-2.7027027027
1099,2,-1.0810810811
1100,2,-15.0156016529
1101,2,-9.928669757000002
1102,2,-1.0810810811
1103,2,-15.315549315699998
1104,2,-1.0810810811
1105,2,-16.049943196199997
1106,2,-1.0810810811
1107,2,-1.3556951487
1108,2,-1.0810810811
1109,2,-1.0810810811
1110,2,-1.0810810811
1111,2,-1.0810810811
1112,2,-2.0298788315
1113,2,-1.0810810811
1114,2,-1.0810810811
1115,2,-1.0810810811
1116,2,-1.0810810811
1117,2,-1.0810810811
1118,2,-1.0810810811
1119,2,-1.0810810811
1120,2,-1.0810810811
1121,2,-14.1141141141
1122,2,-1.0810810811
1123,1,-76.79066666669999
1124,2,-1.0810810811
1125,2,-2.7027027027
1126,2,-1.0810810811
1127,2,-1.4945266704
1128,2,-1.0810810811
1129,2,-1.1542650403999999
1130,2,-1.0810810811
1131,2,-3.3412667183
1132,2,-1.0810810811
1133,2,-1.9137347161
1134,2,-2.7027027027
1135,1,-76.79066666669999
1136,2,-10.663484348599999
1137,2,-7.598282328099997
1138,2,-1.0810810811
1139,2,-1.0810810811
1140,2,-1.0810810811
1141,2,-1.0810810811
1142,2,-7.696774111399997
1143,2,-1.0810810811
1144,2,-14.1141141141
1145,2,-1.0810810811
1146,2,-1.0810810811
1147,2,-1.0810810811
1148,2,-1.0810810811
1149,2,-7.128531325499999
1150,2,-1.0810810811
1151,2,-12.4767006823
1152,1,-100
1153,2,-1.0810810811
1154,0,0
1155,2,-6.787620382499999
1156,2,-1.0810810811
1157,2,-1.0810810811
1158,2,-1.0810810811
1159,2,-2.7027027027
1160,2,-14.1141141141
1161,2,-1.9325737451
1162,2,-1.0810810811
1163,2,-1.0810810811
1164,2,-1.0810810811
