Step,APP,Action,Reward
0,0,0,-137.5752666667
1,4,0,-100
2,2,0,-120
3,0,1,-76.79066666669999
4,0,2,-120
5,2,1,-100
6,0,2,-120
7,0,2,-120
8,0,2,-120
9,0,1,-76.79066666669999
10,0,2,-120
11,0,2,-120
12,1,2,-10
13,0,2,-120
14,0,1,-76.79066666669999
15,0,0,-120
16,0,2,-120
17,3,2,-3.003003003
18,0,1,-20
19,5,2,-20
20,0,2,-120
21,0,1,-76.79066666669999
22,2,2,-100
23,5,0,-120
24,0,0,-120
25,0,0,-120
26,0,1,-76.79066666669999
27,4,2,-150
28,3,2,-3.003003003
29,0,2,-120
30,4,2,-150
31,0,2,-120
32,2,2,-100
33,5,2,-20
34,2,1,-100
35,5,2,-20
36,4,2,-150
37,0,1,-76.79066666669999
38,0,1,-76.79066666669999
39,0,2,-120
40,5,2,-20
41,5,1,-150
42,4,2,-150
43,0,2,-120
44,5,0,-150
45,4,2,-150
46,4,0,-100
47,2,0,-150
48,4,1,-120
49,0,2,-120
50,4,1,-120
51,0,2,-120
52,0,2,-120
53,0,2,-120
54,5,1,-150
55,4,1,-150
56,4,2,-150
57,5,2,-20
58,5,1,-120
59,0,0,-120
60,0,1,-20
61,5,2,-20
62,0,2,-120
63,5,2,-20
64,4,0,-120
65,0,0,-100
66,2,2,-100
67,1,0,-150
68,4,1,-150
69,4,2,-150
70,0,2,-120
71,4,1,-20
72,5,1,-100
73,2,2,-100
74,0,0,-137.5752666667
75,4,0,-120
76,0,2,-120
77,1,2,-10
78,0,2,-120
79,0,1,-10
80,1,0,-120
81,0,2,-120
82,0,1,-92.83604755819994
83,2,2,-100
84,0,1,-92.63399277729994
85,4,2,-150
86,1,2,-10
87,5,1,-120
88,0,1,-92.12536828579994
89,0,2,-120
90,5,1,-120
91,0,0,-20
92,5,2,-20
93,1,1,-10
94,2,2,-100
95,5,2,-20
96,3,1,-10
97,1,2,-10
98,0,0,-20
99,5,1,-120
100,0,2,-120
101,0,2,-120
102,0,1,-95.02437526769998
103,0,1,-94.9382148327
104,0,1,-95.04492707629998
105,0,1,-95.1636540392
106,0,0,-10
107,1,1,-10
108,3,0,-93.5893333334
109,0,2,-120
110,1,1,-10
111,4,2,-150
112,4,2,-150
113,0,2,-120
114,0,2,-120
115,0,1,-92.5959273251
116,0,0,-120
117,0,2,-120
118,0,0,-120
119,0,0,-120
120,0,2,-120
121,4,2,-150
122,0,2,-120
123,0,2,-120
124,4,0,-120
125,0,0,-20
126,5,1,-120
127,0,0,-120
128,0,2,-120
129,0,1,-88.53614753510001
130,0,2,-120
131,1,2,-10
132,5,1,-120
133,0,0,-120
134,0,1,-90.1923287683
135,0,2,-120
136,1,2,-10
137,0,1,-89.3530412897
138,0,2,-120
139,0,1,-89.09988688570002
140,0,2,-120
141,0,2,-120
142,0,1,-20
143,5,1,-120
144,0,2,-120
145,0,2,-120
146,1,0,-120
147,0,1,-10
148,1,1,-10
149,2,1,-100
150,0,1,-20
151,5,2,-20
152,5,2,-20
153,0,2,-120
154,0,2,-120
155,5,2,-20
156,0,2,-120
157,4,2,-150
158,0,2,-120
159,0,2,-120
160,5,0,-120
161,0,2,-120
162,0,1,-88.81136792809994
163,0,2,-120
164,2,0,-120
165,0,0,-20
166,5,1,-120
167,0,0,-10
168,1,2,-10
169,0,1,-89.27151410889994
170,0,2,-120
171,0,0,-120
172,0,2,-120
173,5,1,-120
174,0,1,-89.29452626929995
175,4,1,-120
176,0,0,-120
177,0,0,-10
178,1,2,-10
179,0,2,-120
180,0,1,-20
181,5,2,-20
182,0,2,-120
183,0,0,-120
184,0,1,-20
185,5,1,-20
186,5,0,-120
187,0,2,-120
188,4,0,-120
189,0,1,-96.80578036640003
190,0,2,-120
191,0,0,-120
192,0,0,-120
193,0,2,-120
194,0,2,-120
195,0,2,-120
196,0,2,-120
197,0,0,-120
198,0,2,-120
199,0,2,-120
200,0,2,-120
201,0,1,-94.55981737330004
202,0,2,-120
203,1,2,-10
204,0,1,-10
205,1,1,-10
206,0,2,-120
207,0,0,-100
208,2,1,-100
209,0,2,-120
210,2,1,-100
211,0,2,-120
212,0,2,-120
213,4,2,-150
214,5,0,-120
215,0,2,-120
216,4,1,-10
217,1,1,-10
218,0,1,-92.59145689230002
219,2,1,-100
220,0,2,-120
221,0,0,-120
222,0,2,-120
223,0,2,-120
224,0,1,-91.66782734770001
225,4,2,-150
226,0,2,-120
227,0,0,-120
228,0,0,-120
229,0,2,-120
230,0,1,-90.63752980370003
231,0,1,-90.65672154440006
232,0,1,-90.76498314060007
233,0,2,-120
234,3,2,-3.003003003
235,4,2,-150
236,0,2,-120
237,5,0,-120
238,0,2,-120
239,0,1,-90.30050644330007
240,4,2,-150
241,0,1,-20
242,5,2,-20
243,0,2,-120
244,0,2,-120
245,0,2,-120
246,5,2,-20
247,0,1,-10
248,1,1,-10
249,0,2,-120
250,1,1,-10
251,5,0,-120
252,0,1,-86.99889298250008
253,0,2,-120
254,0,2,-120
255,4,1,-120
256,0,0,-10
257,1,2,-10
258,0,1,-100
259,2,1,-100
260,0,2,-120
261,0,2,-120
262,0,1,-112.58421868260004
263,0,2,-120
264,5,0,-120
265,0,0,-120
266,0,2,-120
267,1,1,-10
268,3,0,-93.5893333334
269,4,1,-120
270,0,2,-120
271,5,2,-20
272,0,1,-109.36625651340003
273,0,1,-108.54056827070005
274,0,0,-120
275,0,2,-120
276,3,2,-3.003003003
277,0,2,-120
278,0,0,-120
279,0,2,-120
280,4,1,-10
281,1,2,-10
282,5,0,-150
283,4,1,-120
284,0,2,-120
285,3,2,-3.003003003
286,0,1,-100
287,2,2,-100
288,0,1,-108.48625784950016
289,4,2,-150
290,0,1,-108.06630154470017
291,0,2,-120
292,0,0,-20
293,5,1,-120
294,0,1,-107.49006052220014
295,0,2,-120
296,1,0,-150
297,4,0,-100
298,2,2,-100
299,0,2,-120
300,0,2,-120
301,0,2,-120
302,0,2,-120
303,0,2,-120
304,5,2,-20
305,5,1,-150
306,4,2,-150
307,0,1,-103.82500865910015
308,0,1,-10
309,1,0,-120
310,0,2,-120
311,0,2,-120
312,5,1,-120
313,0,2,-120
314,0,2,-120
315,1,2,-10
316,5,2,-20
317,0,2,-120
318,0,2,-120
319,0,2,-120
320,4,1,-10
321,1,2,-10
322,3,2,-3.003003003
323,0,2,-120
324,0,2,-120
325,2,1,-100
326,0,1,-99.10887292690015
327,0,1,-98.63831578230017
328,4,1,-120
329,0,2,-120
330,0,2,-120
331,1,1,-10
332,0,0,-120
333,0,2,-120
334,3,1,-100
335,2,2,-100
336,3,2,-3.003003003
337,0,2,-120
338,0,2,-120
339,4,2,-150
340,0,0,-120
341,0,2,-120
342,0,1,-120
343,0,2,-120
344,0,0,-100
345,2,2,-100
346,5,1,-20
347,5,1,-120
348,0,2,-120
349,0,2,-120
350,5,2,-20
351,1,0,-120
352,0,0,-137.5752666667
353,4,2,-150
354,3,0,-93.5893333334
355,0,2,-120
356,0,1,-120
357,0,0,-120
358,0,1,-121.91207378099995
359,3,2,-3.003003003
360,1,0,-20
361,5,2,-20
362,0,2,-120
363,1,2,-10
364,0,2,-120
365,4,0,-120
366,0,0,-137.5752666667
367,4,2,-150
368,1,2,-10
369,4,1,-10
370,1,1,-10
371,2,2,-100
372,0,2,-120
373,0,1,-123.02286994419998
374,3,0,-93.5893333334
375,0,2,-120
376,2,0,-150
377,4,1,-120
378,0,1,-120
379,0,1,-128.0459132812001
380,4,2,-150
381,2,1,-100
382,0,2,-120
383,0,2,-120
384,0,1,-20
385,5,2,-20
386,0,1,-120
387,0,2,-120
388,0,1,-120
389,0,2,-120
390,0,2,-120
391,0,2,-120
392,0,0,-137.5752666667
393,4,2,-150
394,2,0,-20
395,5,2,-20
