Step,APP,Action,Reward
0,5,0,-26.8056666666
1,0,1,-7.7906666667
2,0,1,-7.7906666667
3,0,2,-10.8108108108
4,5,1,-16.8373333333
5,4,1,-16.3706666667
6,0,1,-7.7906666667
7,4,1,-16.3706666667
8,0,1,-7.7906666667
9,0,1,-7.7906666667
10,0,1,-7.7906666667
11,0,1,-7.7906666667
12,0,1,-7.7906666667
13,0,2,-10.8108108108
14,0,1,-7.7906666667
15,5,1,-16.8373333333
16,0,1,-7.7906666667
17,0,1,-7.7906666667
18,2,1,-86.5706666667
19,5,0,-26.8056666666
20,0,1,-7.7906666667
21,4,1,-16.3706666667
22,0,1,-7.7906666667
23,4,1,-16.3706666667
24,0,1,-7.7906666667
25,0,1,-7.7906666667
26,0,0,-17.7652666667
27,0,1,-7.7906666667
28,0,1,-7.7906666667
29,0,1,-7.7906666667
30,0,1,-7.7906666667
31,0,1,-7.7906666667
32,0,1,-7.7906666667
33,0,1,-7.7906666667
34,5,1,-16.8373333333
35,0,2,-13.2692481805
36,0,1,-7.7906666667
37,0,1,-7.7906666667
38,0,2,-10.8108108108
39,0,1,-7.7906666667
40,0,1,-7.7906666667
41,0,1,-7.7906666667
42,0,1,-7.7906666667
43,0,1,-7.7906666667
44,0,1,-7.7906666667
45,0,1,-7.7906666667
46,0,1,-7.7906666667
47,0,1,-7.7906666667
48,4,1,-16.3706666667
49,0,2,-10.8108108108
50,0,1,-7.7906666667
51,0,1,-7.7906666667
52,0,1,-7.7906666667
53,0,2,-10.8108108108
54,0,1,-7.7906666667
55,0,1,-7.7906666667
56,0,2,-10.8108108108
57,5,1,-16.8373333333
58,0,1,-7.7906666667
59,0,1,-7.7906666667
60,0,1,-7.7906666667
61,0,1,-7.7906666667
62,0,0,-17.7652666667
63,4,2,-1500
64,0,2,-16.048611122799997
65,0,1,-7.7906666667
66,0,1,-7.7906666667
67,5,1,-16.8373333333
68,1,1,-62.870666666700004
69,0,2,-13.030090729599998
70,0,1,-7.7906666667
71,0,1,-7.7906666667
72,0,2,-10.8108108108
73,0,1,-7.7906666667
74,0,2,-10.8108108108
75,0,1,-7.7906666667
76,0,1,-7.7906666667
77,0,1,-7.7906666667
78,0,1,-7.7906666667
79,0,1,-7.7906666667
80,0,1,-7.7906666667
81,0,1,-7.7906666667
82,0,1,-7.7906666667
83,0,1,-7.7906666667
84,0,1,-7.7906666667
85,5,1,-16.8373333333
86,0,1,-7.7906666667
87,2,1,-86.5706666667
88,0,1,-7.7906666667
89,0,1,-7.7906666667
90,0,2,-10.8108108108
91,4,1,-16.3706666667
92,0,1,-7.7906666667
93,0,2,-10.8108108108
94,0,2,-10.8108108108
95,0,1,-7.7906666667
96,0,1,-7.7906666667
97,0,1,-7.7906666667
98,0,1,-7.7906666667
99,0,1,-7.7906666667
100,0,2,-18.1079336343
101,0,1,-7.7906666667
102,0,1,-7.7906666667
103,0,1,-7.7906666667
104,2,1,-86.5706666667
105,0,1,-7.7906666667
106,2,1,-86.5706666667
107,0,1,-7.7906666667
108,0,1,-7.7906666667
109,0,1,-7.7906666667
110,2,1,-86.5706666667
111,0,1,-7.7906666667
112,4,1,-16.3706666667
113,5,1,-16.8373333333
114,5,1,-16.8373333333
115,0,1,-10.275667724399998
116,2,1,-86.5706666667
117,0,1,-16.0836923517
118,0,1,-16.0118111298
119,0,1,-15.826674681
120,2,1,-86.5706666667
121,0,1,-42.08465546970001
122,0,1,-42.074892348000006
123,0,1,-42.04607494970001
124,0,1,-42.151326081300006
125,5,1,-48.79109853440001
126,0,2,-12.128108040099999
127,0,1,-41.991063749300004
128,0,1,-40.8143856825
129,0,1,-40.6941694707
130,4,1,-40.27592730549999
131,0,1,-40.85378988339999
132,0,1,-40.36720838449999
133,3,2,-3.003003003
134,0,1,-39.203062830799986
135,2,1,-86.5706666667
136,0,1,-40.964838626100004
137,5,1,-47.73879095560001
138,2,1,-86.5706666667
139,0,1,-64.16136948130001
140,0,1,-62.96556010800001
141,0,1,-62.44643541320001
142,5,1,-69.23371263500002
143,5,1,-67.71319465000002
144,0,1,-60.86850936350001
145,0,2,-10.8108108108
146,0,1,-59.762135882900004
147,4,1,-58.9596638987
148,0,1,-59.5470534423
149,0,1,-59.58759154129999
150,0,1,-59.30564420759999
151,0,1,-58.614458679199984
152,0,1,-58.63535891529998
153,0,1,-58.51416796639998
154,4,1,-57.91884114579997
155,4,1,-57.97172672939997
156,0,1,-58.513785314699966
157,0,1,-58.556986267899966
158,0,2,-10.8108108108
159,0,1,-58.510232737299965
160,0,1,-58.288794583999966
161,0,1,-57.966281854299964
162,4,1,-57.27440105049996
163,0,1,-57.88295715279996
164,0,1,-57.90116337579996
165,0,1,-57.953461357199956
166,0,1,-57.380509585399956
167,0,1,-57.21476257739995
168,0,1,-57.26678381239995
169,0,1,-57.30785941009995
170,0,1,-57.25328721069995
171,0,1,-56.949438692499946
172,0,1,-57.047248384899945
173,0,2,-10.8108108108
174,5,1,-62.75623085489995
175,0,2,-10.8108108108
176,0,2,-10.8108108108
177,0,1,-54.181177308799946
178,3,1,-53.687723901599945
179,5,1,-59.62075851379995
180,0,1,-52.73086264119995
