Step,APP,Action,Reward
755,0,2,-10.807824097400001
756,5,1,-120
757,0,2,-11.701136650600002
758,0,2,-12.654076366100004
759,4,0,-120
760,0,0,-136.7652666667
761,3,0,-93.3643333334
762,0,0,-120
763,0,2,-1.0810810811
764,0,0,-120
765,0,2,-1.3867178756
766,0,2,-1.0810810811
767,5,2,-1.5015015015
768,0,0,-136.7652666667
769,4,1,-120
770,0,2,-1.0810810811
771,5,2,-1.5015015015
772,5,0,-10
773,1,1,-10
774,0,1,-20
775,5,2,-1.5015015015
776,5,2,-9.6357987205
777,1,2,-10
778,1,2,-10.8108108108
779,4,2,-2.7027027027
780,0,1,-94.55556651440003
781,0,2,-1.0810810811
782,4,2,-9.706503070000004
783,0,2,-1.0810810811
784,0,2,-1.7665892345
785,0,0,-120
786,0,1,-93.60929419390001
787,0,2,-5.9062585685999975
788,4,0,-120
789,0,2,-9.8702671435
790,0,1,-93.04672104560001
791,0,2,-1.0810810811
792,0,2,-1.0810810811
793,4,1,-120
794,0,2,-1.0810810811
795,4,1,-120
796,0,1,-112.5028835107999
797,4,2,-2.7027027027
798,5,2,-8.325168496100003
799,4,0,-120
800,0,0,-20
801,5,2,-1.5015015015
802,0,2,-6.923253211799999
803,4,2,-3.751503284
804,0,0,-120
805,0,2,-1.0810810811
806,5,2,-1.5015015015
807,0,2,-7.3859518392
808,0,2,-1.0810810811
809,0,0,-120
810,0,2,-1.0810810811
811,4,2,-2.7027027027
812,4,2,-5.2359280858
813,0,1,-108.9120935396999
814,0,2,-1.0810810811
815,4,0,-120
816,0,2,-5.326086084099999
817,0,1,-108.44554948279992
818,0,2,-1.0810810811
819,0,2,-2.5274618203
820,0,0,-120
821,0,0,-136.7652666667
822,4,2,-2.7027027027
823,0,2,-3.3048748751999995
824,2,0,-120
825,0,1,-107.39438479929993
826,0,2,-4.741291388599999
827,4,1,-120
828,0,2,-1.0810810811
829,3,2,-0.3003003003
830,0,2,-1.0810810811
831,0,2,-1.0810810811
832,0,2,-1.0810810811
833,1,2,-10.8108108108
834,2,1,-100
835,0,2,-1.0810810811
836,0,1,-20
837,5,2,-2.1163875979
838,4,0,-120
839,0,1,-100
840,2,2,-14.1141141141
841,0,2,-1.0810810811
842,5,0,-120
843,0,2,-1.0810810811
844,0,1,-108.42565689179997
845,0,2,-1.0810810811
846,1,2,-10
847,1,0,-10
848,1,1,-10
849,2,1,-100
850,5,1,-120
851,0,1,-106.15704871089997
852,0,1,-105.81461702089999
853,0,1,-105.89300355729998
854,0,2,-1.0810810811
855,0,2,-8.896611725500001
856,0,1,-104.69776372619998
857,0,2,-1.0810810811
