Step,APP,Action,Reward
0,0,-120
1,2,-120
2,2,-150
3,0,-120
4,1,-76.79066666669999
5,1,-76.79066666669999
6,2,-120
7,2,-120
8,2,-120
9,2,-120
10,1,-76.79066666669999
11,2,-120
12,1,-76.79066666669999
13,1,-76.79066666669999
14,1,-20
15,2,-20
16,2,-120
17,1,-76.79066666669999
18,2,-120
19,2,-120
20,1,-10
21,0,-137.5752666667
22,2,-3.003003003
23,1,-76.79066666669999
24,1,-20
25,1,-120
26,1,-76.79066666669999
27,1,-76.79066666669999
28,1,-76.79066666669999
29,2,-120
30,0,-120
31,2,-120
32,2,-150
33,1,-100
34,0,-120
35,0,-120
36,0,-120
37,0,-120
38,2,-120
39,0,-20
40,2,-20
41,1,-120
42,2,-120
43,2,-120
44,0,-120
45,1,-76.79066666669999
46,0,-120
47,2,-120
48,2,-120
49,2,-120
50,2,-120
51,0,-120
52,1,-76.79066666669999
53,2,-120
54,2,-150
55,2,-20
56,1,-76.79066666669999
57,1,-76.79066666669999
58,1,-76.79066666669999
59,1,-76.79066666669999
60,2,-120
61,1,-76.79066666669999
62,1,-100
63,1,-76.79066666669999
64,2,-150
65,2,-120
66,2,-3.003003003
67,2,-100
68,2,-120
69,1,-76.79066666669999
70,2,-120
71,2,-100
72,2,-120
73,1,-76.79066666669999
74,0,-120
75,0,-120
76,1,-76.79066666669999
77,2,-150
78,1,-76.79066666669999
79,2,-120
80,2,-120
81,1,-76.79066666669999
82,2,-120
83,2,-120
84,1,-76.79066666669999
85,2,-150
86,2,-120
87,1,-76.79066666669999
88,1,-20
89,1,-120
90,2,-120
91,2,-120
92,1,-76.79066666669999
93,2,-120
94,0,-120
95,1,-76.79066666669999
96,1,-20
97,2,-20
98,2,-120
99,2,-120
100,1,-120
101,2,-120
102,0,-120
103,2,-120
104,1,-76.79066666669999
105,2,-100
106,2,-120
107,1,-76.79066666669999
108,1,-76.79066666669999
109,2,-120
110,0,-120
111,2,-120
112,2,-120
113,1,-76.79066666669999
114,0,-120
115,1,-76.79066666669999
116,2,-120
117,0,-137.5752666667
118,0,-20
119,1,-120
120,2,-120
121,2,-120
122,2,-120
123,1,-100
124,2,-150
125,2,-120
126,2,-150
127,1,-76.79066666669999
128,1,-76.79066666669999
129,2,-120
130,0,-120
131,1,-76.79066666669999
132,2,-120
133,2,-120
134,2,-120
135,2,-120
136,2,-120
137,2,-120
138,2,-120
139,2,-120
140,2,-120
141,0,-120
142,0,-120
143,0,-120
144,2,-120
145,2,-120
146,1,-76.79066666669999
147,2,-120
148,1,-76.79066666669999
149,2,-150
150,0,-120
151,2,-120
152,2,-120
153,2,-120
